sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
2799957,convention,used,for,systems,74,74,75,75,84,84,87,87,""" α Crucis "" ( Latinised to "" Alpha Crucis "" ) is the system 's Bayer designation ; "" α "" and "" α Crucis "" , those of its two main components stars . The designations of these two constituents as "" Acrux A "" and "" Acrux B "" and those of "" A 's "" components - "" Acrux Aa "" and "" Acrux Ab "" - derive from the convention used by the Washington Multiplicity Catalog ( WMC ) for multiple star systems , and adopted by the International Astronomical Union ( IAU ) ."
2801745,inlet,used,for,building,10,10,12,12,13,13,15,15,"Along the north - side of the arboretum is a inlet once used for ship building , known as the Davidson Dry Dock ."
2802807,Implements,used,for,cutting,0,0,2,2,3,3,4,4,"Implements commonly used for cutting are the knife and saw , or in medicine and science the scalpel and microtome ."
2812214,machines,used,for,cereals,7,7,8,8,9,9,11,11,"Alternatively , some farmers can rent threshing machines used for other cereals ."
2812467,buildings,used,for,housing,11,11,13,13,14,14,16,16,There were also 199 buildings in the municipality that were multipurpose buildings ( used for both housing and commercial or another purpose ) .
2823649,system,used,for,Adventure,2,2,3,3,4,4,7,7,"The ride system used for "" Batman Adventure - The Ride "" was developed by California - based McFadden Systems , Inc. who specialised in motion platforms for military - style flight simulators ."
2825272,leather,used,for,scabbard,1,1,2,2,3,3,5,5,The leather used for the scabbard was tanned with animal hair .
2825300,evidence,used,for,purposes,3,3,7,7,8,8,12,12,"Neither object shows evidence that they were used for ritualistic or ceremonial purposes , rather , it is thought they were used for cooking ."
2841250,chalets,used,for,boarding,24,24,25,25,27,27,28,28,"The girls ' campus , at Schönried , is situated a 10 - minute train ride away from Gstaad and is composed of 5 chalets used solely for boarding and dining ."
2842032,variety,used,for,juices,15,15,17,17,18,18,23,23,"The three commercial wineries in Mississippi focus almost entirely on the Muscadine grape , a variety also used for non - alcoholic grape juices , jams , and jellies ."
2852878,airfield,used,for,practice,12,12,13,13,17,17,19,19,On the land not used by the USDA the government maintained an airfield used by army reservists for bombing practice .
2860010,elements,used,for,WQHT,24,24,28,28,29,29,30,30,"Because of the success of Allen 's production , many radio production directors were impressed by his work and released some of the production elements and music beds used for WQHT into syndication under the brand name "" Continuous Climax . """
2860804,recorders,used,for,track,37,37,38,38,39,39,44,44,"The rehearsals and recordings took place at Twickenham Film Studios ( 2–14 January ) and then at Apple ( 20–31 January ) , with more than one hundred hours captured on film and the corresponding Nagra tape recorders used for the film 's audio track ."
2869702,antibiotic,used,for,treatment,14,14,15,15,16,16,18,18,"Isoniazid , also known as isonicotinic acid hydrazide ( INH ) , is an antibiotic used for the treatment of tuberculosis ."
2873600,band,used,for,letters,10,10,12,12,13,13,16,16,"In 2009–2010 , the numbers used equated to one rubber band being used for every 28 letters that the Royal Mail delivered ."
2879525,theatre,used,for,performances,1,1,2,2,3,3,5,5,A theatre used for opera performances is called an opera house .
2880079,water,used,for,watering,3,3,4,4,5,5,7,7,Most of the water used for landscape watering and for various water features is now provided by groundwater from the city 's Westside Basin Aquifer .
2883151,Road,used,for,drives,2,2,10,10,11,11,13,13,"The Texas Road and the East Shawnee Cattle Trail , used for cattle drives from Texas , ran through the eastern part of the present - day Craig County ."
2884774,songs,used,for,works,36,36,38,38,39,39,41,41,"Unlike Review and , these two double disc CDs feature all of the B sides from their singles that were released from their debut to "" mata koko de aimashou "" as well as some other songs originally used for different works and not featured in any of their albums or singles ."
2886146,Clumps,used,for,sites,0,0,4,4,5,5,7,7,Clumps of Spanish moss used for roosting sites were 2 - 3 times larger than clumps of un - used Spanish moss in the area .
2897601,code,used,for,check,12,12,13,13,14,14,18,18,This operator 's most common usage is to minimize the amount of code used for a simple null check .
2913835,evidence,used,for,qualities,30,30,34,34,36,36,39,39,"The British Museum curator 's notes propose that the lens could have been used "" as a piece of inlay , perhaps for furniture "" and that there is no evidence that the Assyrians used lenses for their optical qualities , e.g. for magnification , telescopy or for starting fire ."
2924221,designation,used,for,part,4,4,5,5,6,6,7,7,The MD   567 designation used for part of the road was decommissioned in 1999 .
2924591,land,used,for,Aerodrome,18,18,22,22,23,23,26,26,"exception to land on its western boundary dedicated as the protected area , the Mootra Conservation Reserve , land in its centre used for the Kimba Aerodrome and land in its south - western corner which has been zoned for use for bulk handling"
2925930,frequencies,used,for,echolocation,1,1,2,2,7,7,8,8,"The frequencies used by this bat species for echolocation lie between 53 and 86   kHz , have most energy at 55   kHz and have an average duration of 5.8 ms ."
2934596,Hospital,used,for,research,10,10,13,13,14,14,16,16,"The Gorgas Army Hospital building is now the Panamanian Oncology Hospital , primarily used for cancer research ."
2936484,antidepressant,used,for,treatment,15,15,19,19,22,22,24,24,"Quinupramine ( brand names Kevopril , Kinupril , Adeprim , Quinuprine ) is a tricyclic antidepressant ( TCA ) used in Europe for the treatment of depression ."
2941657,cropland,used,for,production,15,15,16,16,17,17,18,18,No - till and low - till practices have become increasingly common on North American cropland used for production of grains such as wheat and barley .
2941944,substances,used,for,reasons,2,2,3,3,6,6,11,11,PPCPs are substances used by individuals for personal health or cosmetic reasons and the products used by agribusiness to boost growth or health of livestock .
2942273,antidepressant,used,for,treatment,23,23,27,27,34,34,36,36,"Dimetacrine ( brand names Istonil , Istonyl , Linostil , Miroistonil ) , also known as dimethacrine and acripramine , is a tricyclic antidepressant ( TCA ) used in Europe and formerly in Japan for the treatment of depression ."
2942815,houses,used,for,refuge,14,14,15,15,16,16,17,17,"During the early colonial period of Chelmsford , it was one of 19 garrison houses used for refuge by citizens during attacks by Native American tribes ."
2947469,space,used,for,storage,16,16,18,18,19,19,20,20,With the introduction of new methods of heating and lighting the home allowed for use of space once used for storage to become living spaces .
2948563,term,used,for,chips,6,6,7,7,8,8,13,13,""" Master "" capability is a term used for 5 extra image compositing chips , which combine the output of both cards ."
2955807,system,used,for,elections,35,35,36,36,37,37,41,41,"Historically ( until 2005 , with the sole exception of 1923 ) , the United Kingdom has effectively had a two party system as a result of the First - Past - The - Post system used for general and local elections ."
2956188,system,used,for,elections,25,25,26,26,27,27,29,29,"There are British political parties , campaign groups and campaigners that have long argued that the current first - past - the - post voting system used for Parliamentary elections should be replaced with a proportional representation electoral system ."
2961417,land,used,for,cropping,3,3,4,4,5,5,6,6,"It is freehold land used for cropping , principally sugarcane ."
2961505,name,used,for,rum,5,5,6,6,7,7,9,9,"In current usage , the name used for a rum is often based on its place of origin ."
2963972,METAR,used,for,planning,9,9,15,15,16,16,18,18,"Ceiling is not specifically reported as part of the METAR ( METeorological Aviation Report ) used for flight planning by pilots worldwide , but can be deduced from the lowest height with broken ( BKN ) or overcast ( OVC ) reported ."
2965907,value,used,for,mass,22,22,23,23,24,24,27,27,"They found that the neutron 's mass was slightly greater than the mass of the proton or , depending on the precise value used for the deuteron mass ."
2974239,units,used,for,missions,16,16,27,27,28,28,30,30,"During World War II , , also called "" shimbu - tai "" , were specialized units of the Imperial Japanese Navy and Imperial Japanese Army normally used for suicide missions ."
2979490,pseudonym,used,for,credit,27,27,28,28,30,30,33,33,"He took part in the East Germany Cultural Week in Algiers , and sand a song by Clemens Klerber ( which later turned out to be a pseudonym used , for the song credit , by Manfred Krug ) ."
2980029,engine,used,for,system,18,18,19,19,20,20,22,22,A common approach in these early days was to take an expert system application and repackage the inference engine used for that system as a re - usable tool other researchers could use for the development of other expert systems .
2980047,airplane,used,for,training,15,15,17,17,19,19,21,21,"The AMD Alarus CH2000 is a two - seat , fixed tricycle gear general aviation airplane , used primarily for flight training ."
2980050,aircraft,used,for,training,8,8,9,9,10,10,12,12,"It can be considered a competitor to similar aircraft used for flight training , such as the Diamond DA20 ."
